,ID,Name,ABV,Style,Is Retired
1629,eJ0fVE,Tripel  Squared,9,Belgian And French Origin Ales,N
1631,bFMDB3,Portsmouth Barleywine,11,North American Origin Ales,N
1639,gFe3ro,Beer Like A Billy Goat,6.5,European-germanic Lager,N
1645,4LX2Qa,Two-One Niner,4.8,North American Lager,N
1653,xdvDOQ,Imperial White IPA - Brewery Lane Series,9,North American Origin Ales,N
1661,r1uQvZ,Lovebird Wheat,4.4,German Origin Ales,N
1664,9LnbQj,Willettized Coffee Stout,11.7,North American Origin Ales,N
1670,LDb6oj,Estate Ale,6.7,Hybrid/mixed Beer,N
1674,kSrchj,Imperial India Brown Ale,9.2,North American Origin Ales,N
1678,8lmndo,Sweetwater Donkey Punch!,10.2,North American Origin Ales,N
1700,XFwk42,Hoppy Wheat IPA,6.2,North American Origin Ales,N
1706,ebYlhO,Eroica,7.4,Belgian And French Origin Ales,N
1713,Tqu2Of,Pandora's Bock,7.5,European-germanic Lager,Y
1722,dS3WFU,Barrel Aged Chaka (Merlot),8,Belgian And French Origin Ales,N
1725,hYaduh,Alt Route - Beer Camp Across America,6.6,German Origin Ales,N
1730,Oawv0J,Hatchery series #4 Chocolate Milk Stout,5.4,British Origin Ales,N
1731,bSQyva,Beer Camp: Ginger Lager,6.2,North American Lager,N
1732,baONtD,Mad Hatter IPA,7,North American Origin Ales,N
1733,8LowIZ,Guinness Nitro IPA,5.8,North American Origin Ales,N
1738,FAIsfG,Guinness West Indies Porter,6,British Origin Ales,N
1741,MqTIG4,72 Imperial,7.2,North American Origin Ales,N
1745,65zNUD,Two Hats Lime,4.2,North American Lager,N
1748,iEMsk8,Anniversary Ale 2007,5.9,North American Origin Ales,N
1749,36DmYw,Lime-a-Rita,8,Malternative Beverages,N
1753,KmsdoV,Old Chub,8,British Origin Ales,N
1757,zJigjF,Spinnerbait,6,Belgian And French Origin Ales,N
1760,IRIveF,Four Hopsmen - Hop Head Farms Eperimental Dry Hopped,5.2,North American Origin Ales,N
1768,lj8S4n,Larry Triple Douple,8.5,Belgian And French Origin Ales,N
1771,HxW3xw,Audition - Rye Bock,7.2,Hybrid/mixed Beer,N
1778,fyj05b,Black IPA,6.9,North American Origin Ales,N
1791,5ntmM9,Holidale,7.4,Hybrid/mixed Beer,N
1795,60GVov,Well Built E.S.B.,7.8,British Origin Ales,N
1798,5ON8OO,Bulleit Bourbon Ten Fidy,11,Irish Origin Ales,N
1806,JCo28y,Asian Gold Blonde,4.4,North American Origin Ales,N
1808,NU4qr0,Bosden,6.8,North American Origin Ales,N
1810,gEUoCZ,Doppel Sticky,7.7,German Origin Ales,N
1814,c0okIY,Mad Catter,7,North American Origin Ales,N
1815,z71HIM,Sierra Nevada Torpedo Cask,7.2,North American Origin Ales,N
1816,932XO8,Blueberry Ale,4.5,Hybrid/mixed Beer,N
1826,gm9FbA,Johnny Hash - Dank Tank,8.5,North American Origin Ales,N
1829,6gFiUn,Dank Tank Border Hopper,8.6,North American Origin Ales,N
1830,ER2JSs,Bigfoot,9.6,North American Origin Ales,N
1831,QkHinm,Passion Grass,5,North American Origin Ales,N
1834,iTZlLw,Citra IPL,5.2,North American Origin Ales,N
1843,nvaDvZ,Eagle Rare Barrel Aged Scotch Ale,11.3,British Origin Ales,N
1845,pOk8tL,The 1759,9,North American Origin Ales,N
1855,z8iAm9,Beer Camp: East Meets West IPA,7,North American Origin Ales,N
1857,Yd8G8r,18th Anniversary Belgian Tripel,10,Belgian And French Origin Ales,N
1862,tuyIzW,Hazy Memory,7.7,North American Origin Ales,N
1863,AAdvVo,Hop House Lager,5,North American Lager,N
1881,6mTebP,Beer Camp Golden IPA,6.5,North American Origin Ales,N
1882,zkfPGW,Rompo Red Rye (Bourbon Barrel Aged),5.2,Hybrid/mixed Beer,N
1890,mjPDnq,Mash Appeal,4.3,North American Lager,N
1903,TpiDMC,Brown Shugga',9.9,North American Origin Ales,N
1905,XRsG9K,Kings Dish,6.8,Hybrid/mixed Beer,N
1906,vNwXnT,Busch Signature Copper Lager,5.7,North American Lager,N
1911,O9XhOw,RIPA,5.9,Irish Origin Ales,N
1915,e0bg5f,Six Rights IPA -  Beer Camp,8,North American Origin Ales,N
1921,ISlZaz,Miller Fortune,6.9,North American Lager,N
1922,N5lJcK,Four Witches ,7.3,Belgian And French Origin Ales,N
1924,T64OoT,Trip In the Woods Biere De Garde,9.8,Belgian And French Origin Ales,N
1940,pq9MUi,Gubna Barrel Aged,11,North American Origin Ales,N
1948,ptlOzL,Hurricane High Gravity,8,North American Lager,N
1951,fqgLPD,Hop Dog Fresh Hop Pale,5.6,North American Origin Ales,N
1956,w7z0LS,Fusion 17,5.5,North American Origin Ales,Y
1964,cB7Dxt,Ovila Dubbel Barrel-Aged,10.8,Hybrid/mixed Beer,N
1965,3wspDn,Foreign Extra Stout (Ghana),7.5,British Origin Ales,N
1974,qQPhVI,Oskar Blues IPA,6.43,North American Origin Ales,N
1982,nOFAoT,Hoptinite,8,North American Origin Ales,N
1989,nwNOxm,ZiegenBock Amber,4.9,North American Lager,N
1992,zGsXaD,Harvest Single Hop Mandarina Hops,6.5,North American Origin Ales,N
1993,BZGnql,Fusion 26,6.65,North American Origin Ales,N
2018,JDzrBR,Dales Dry Hop Equinox,6.5,North American Origin Ales,N
2023,hbf2am,Pomona Queen,4.8,North American Lager,N
2024,DUmEEi,Green State Lager,4.9,North American Lager,N
2042,LkfL1Y,Cherry Chocolate Stout,8.5,North American Origin Ales,N
2078,x3ijRg,Dank Tank: Some Strange II Black IPA,10,North American Origin Ales,N
2087,RK9Po6,Ale 20,5.7,North American Origin Ales,N
2091,b65A4y,Fusion 9,5.5,North American Origin Ales,N
2106,JfC6wN,Guinness Red Harvest Stout,4.1,Irish Origin Ales,N
2108,P9Ly3t,Kilkenny Irish Cream Ale,4.3,Hybrid/mixed Beer,N
2118,ItEVNY,Anniversary Ale 2009,5.9,North American Origin Ales,N
2122,BJFSW8,Audition - Double IPA,8.5,North American Origin Ales,N
2148,CWqXDN,Fusion 16,4.8,Hybrid/mixed Beer,N
2152,3Zc0Ez,SummerBright Ale,4.5,North American Origin Ales,N
2157,fMn3Hq,Dragon's Milk Reserve: Salted Caramel,11,North American Origin Ales,N
2174,O78ldO,1904 American Red Lager,5,North American Lager,N
2187,bpJ9u8,White Ale,4.8,Belgian And French Origin Ales,N
2192,JoGCC1,Fusion 18,10,North American Origin Ales,N
2204,S9QxGf,Myron's Walk - Beer Camp Across America,5.3,Belgian And French Origin Ales,N
2225,P8KXUd,Single Hop Amarillo IPA,6.7,North American Origin Ales,N
2234,2ZwqMd,Sour Inc: Apple Rhubarb,4.5,German Origin Ales,N
2237,ADXvig,Oktober-Fiesta,5.5,North American Lager,N
2240,DbeLZF,All Colorado Wet Hop Pale Ale,5.8,North American Origin Ales,N
2241,eEWCFd,Lucky U IPA,6.2,North American Origin Ales,N
2254,zLqnaW,Barrel Aged Nuovo Record,13.5,German Origin Ales,N
2267,uhfEWi,Dragon's Milk Reserve Mexican Spice Cake,11,North American Origin Ales,N
2271,5stK34,Wookie Down,7.6,North American Origin Ales,N
2280,Du7C2e,Black Tulip,8.8,Belgian And French Origin Ales,N
2281,mjwrcO,Satellite Stout,5.5,North American Origin Ales,N
2328,dbN8in,Imperial Pilsner - Beer Camp #43,5.6,North American Lager,N
2336,cdkpyx,Pale Ale,5.6,North American Origin Ales,N
2337,vIhSst,The Dogfather,10,North American Origin Ales,N
2345,W2dlxg,Bud Extra,6.6,Hybrid/mixed Beer,N
2347,xrpjYO,Mighty Brown,7.5,North American Origin Ales,Y
2359,EBgR2m,Choice Make Good,8.3,North American Origin Ales,N
2366,Z1g2ua,Hoptronix,9,North American Origin Ales,N
2370,TvAG7D,Uncle Bert's Farm Market Red,5.6,North American Lager,N
2372,SjPBgM,Russ' Revival,5.3,North American Lager,N
2375,pZEIiV,Breck IPA,6.3,North American Origin Ales,N
2382,7x2tzn,Kölsch TEST DUMMIES,6.4,Hybrid/mixed Beer,N
2384,whHlqc,Maillard's Odyssey - Beer Camp Across America,8.5,North American Origin Ales,N
2387,ONdtij,Ovila Abbey Saison (w/ Mandarin Oranges and Peppercorns),7.5,Belgian And French Origin Ales,N
2392,7i1hXo,Ovila Abbey Saison,7.5,Belgian And French Origin Ales,N
2393,vxQzSS,Wally,7,North American Origin Ales,N
2400,0j4t2Z,Pinnacle Peak Pale Ale,4.2,North American Origin Ales,N
2410,TQaDOh,Death By Coconut (Rum Barrel Aged),11.5,North American Origin Ales,N
2415,bTNGkO,Experimental Hop Session IPA,4.6,North American Origin Ales,N
2423,ARoWVg,Dank Tank Old Man Johnson's Farm,9.6,North American Origin Ales,N
2428,eI5fN2,New Dogtown Pale Ale,6.2,North American Origin Ales,N
2457,vXifKs,Dales T45 Dry Hop,6.5,North American Origin Ales,N
2493,hz4rNs,Thunder Ann,5.5,North American Origin Ales,N
2503,BEFupD,NxS IPA,9,North American Origin Ales,N
2523,CWwxeR,Lucky 13,8.3,North American Origin Ales,N
2536,LMONA6,Barrel Aged Mama's Mama's Little Yella Pils (Tequila),5.3,North American Lager,N
2542,2EkHBG,NXS,6.5,North American Origin Ales,N
2561,IphbdN,Bigfoot,9.6,North American Origin Ales,N
2576,MgdJep,200th Anniversary Export Stout,6,Irish Origin Ales,N
2590,uzbisB,Incorrigible Reserve,4.5,Hybrid/mixed Beer,N
2591,5LwuwE,Bob White,5,Belgian And French Origin Ales,N
2611,HG1dy6,Fusion 21,4.7,North American Origin Ales,N
2615,VwOYAS,Bud Light Lime Mang-O-Rita,8,Malternative Beverages,N
2628,1S3Le4,Single Hop Mosaic Double IPA,6.6,North American Origin Ales,N
2629,LVSSPk,Double Latte - Beer Camp Across America,7.6,British Origin Ales,Y
2636,p6ZP0p,Summer Pils,5,North American Lager,N
2644,DGhJbX,Equinox,8.4,North American Origin Ales,N
2662,YVWopx,Return of the Red Eye IPA,6.5,North American Origin Ales,N
2667,7gKo41,Grizzly Imperial Pale Ale,8.1,North American Origin Ales,N
2687,WFT0UY,Scare City 4 Imperial Wheat Wine,9.7,North American Origin Ales,N
2702,3tlrAU,Dragon’s Milk Reserve: Banana Coconut,11,North American Origin Ales,N
2720,UBcopK,Premium 219 Pilsner,4.7,North American Lager,N
2726,7HHwqy,Hop Hash,7.8,North American Origin Ales,N
2731,jMQlvu,Goin' Coastal,6.1,North American Origin Ales,N
2739,5iehRZ,Fusion 30,7.1,Belgian And French Origin Ales,N
2743,Y6iD9x,Dragon’s Milk Reserve with Raspberries,11,Hybrid/mixed Beer,N
2768,eVgnFV,The Poet,5.2,British Origin Ales,N
2775,uec7XF,Fusion 22,7.8,Hybrid/mixed Beer,N
2808,sfHgoE,Oktoberfest,6.2,North American Lager,Y
2818,Xmetdp,Hop Hunter IPA,6.2,North American Origin Ales,N
2835,9XJBp9,Narconaut,6.6,North American Origin Ales,N
2852,yoGDFl,Black Eye PA,7.5,North American Origin Ales,N
2865,uAYQwf,Shadow's Wild Black,8,Hybrid/mixed Beer,N
2884,NY86j7,Audition - Imperial Pilsner,8,North American Lager,N
2887,N87g0e,Shipwrecker Circus,10.5,British Origin Ales,N
2903,gQiQsk,White Hatter,5.5,Belgian And French Origin Ales,N
2904,f5CWb6,"30th Anniversary - Charlie, Fred & Ken's Bock",8.3,European-germanic Lager,Y
2910,2z4qK8,Michigan Awesome Hatter,5.8,North American Origin Ales,N
2939,69Yqbc,Mozango,7.7,North American Origin Ales,N
2940,0oHOZv,Harvest Single Hop IPA - Idaho 7 Varietal,6.5,North American Origin Ales,N
2954,HHG2Nn,Dragon's Milk Reserve with Coffee And Chocolate,11,North American Origin Ales,N
2958,ygnsjS,Hatchery Series 1 - Mosaic Hop IPA,6.4,North American Origin Ales,N
3016,Rj8PxJ,Hopfenweisse,5.7,Hybrid/mixed Beer,N
3046,h2d5zt,Conehead,5.7,North American Origin Ales,N
3049,TFcGop,The Down Low Ale,3.9,North American Origin Ales,N
3075,HQ79n0,Blue Sunday,7,North American Origin Ales,N
3082,IpcSsv,Dragon's Milk Reserve: Brewer's Select,12,North American Origin Ales,N
3097,FDSQ5n,SweetWater Mean Joe Bean,8.5,British Origin Ales,N
3113,hbF6tu,ABLE Best Britter,4.3,British Origin Ales,N
3114,wXVeJD,Incorrigible,4.5,North American Origin Ales,N
3146,LPjakS,Snow Wit,5.7,North American Origin Ales,N
3150,jIKwgZ,420 Strain G13 IPA,6,North American Origin Ales,N
3158,eCmjOc,Pear Champagne,5.3,North American Origin Ales,N
3160,9Ylplt,Fistful of Hops,6.2,North American Origin Ales,N
3188,rDnNdd,Cuvée Soeur’ise,8.5,Belgian And French Origin Ales,N
3225,LPQCSx,Trip In The Woods: Tawny Narwhal,11.4,British Origin Ales,N
3270,bZ8hmu,Potato Schwarzbier,4.9,European-germanic Lager,N
3294,yh28GV,Sakitumi,9,Hybrid/mixed Beer,N
3308,CZn6nT,Pale Ale,5.6,North American Origin Ales,N
3390,OxvWPv,Floral IPA - Beer Camp #53,5.9,North American Origin Ales,N
3428,ZyZ1g3,Strawberry White Pale Ale,5.1,North American Origin Ales,N
3434,afK7hW,Honey Blonde,5.2,North American Origin Ales,N
3492,x8U1bY,Harvest Fresh Hop IPA - Southern Hemisphere Harvest,6.7,North American Origin Ales,N
3525,7GLf2A,The White Buffalo,6,North American Origin Ales,N
3533,fnqCGB,Maximus,8.2,North American Origin Ales,N
3564,qvtSfO,Stoopid Wit,6,Belgian And French Origin Ales,N
3610,c9u7Eo,Guinness Generous Ale,5.6,Irish Origin Ales,N
3622,YmuNgG,Tasmanian Hatter,7,North American Origin Ales,N
3677,LB8JzL,Sidecar Orange Pale Ale,5.6,North American Origin Ales,N
3755,QHCtPE,Beer Camp: Dry Hopped Belgian Golden,8,North American Origin Ales,N
3778,kKHKCn,Trip in the Woods: Maple Scotch,9.8,British Origin Ales,N
3788,56hSxC,Madonna,8,North American Origin Ales,N
3803,4QiGHK,O'Doul's Amber,0.5,North American Lager,N
3956,BoJHzM,Belgian Black IPA - Beer Camp #94,7.7,Belgian And French Origin Ales,N
4018,ZJdowf,Beerhive,8.47,Belgian And French Origin Ales,N
4022,eXzIZz,TripleTail,5.5,North American Origin Ales,N
4043,isCgs7,Tumbler,5.5,North American Origin Ales,N
4069,GVNZZQ,Green Valley Wild Hop Lager,5,North American Lager,N
4071,oBponF,Oculto,6,North American Lager,N
4085,Esu28L,Murphy's Law Red Ale,5,Irish Origin Ales,N
4109,GXDZpo,Fusion 32,7.5,North American Origin Ales,N
4137,SDUD8m,King Cobra,6,North American Lager,N
4247,giziAd,Bourbon Barrel Aged Imperial Stout With Coffee,11.2,North American Origin Ales,N
4254,dapUuF,Bigfoot (2016),9.6,North American Origin Ales,N
4576,nbVcip,Sour Inc: Sour Stout With Cherries,6.7,North American Origin Ales,N
4625,FxxNhs,Snow Cone IPA,7,North American Origin Ales,N
4652,Mx9jQm,Harvest Wild Hop IPA - Neomexicanus Varietal,6.5,North American Origin Ales,N
4657,ysyw2P,Bigfoot,9.6,North American Origin Ales,N
4750,Mvh5U2,Single Hop Series: Liberty,5,North American Origin Ales,N
4914,FlmKOv,Smidy,5.2,British Origin Ales,N
4959,rJ51vR,Freedom Tickler,6.8,Belgian And French Origin Ales,N
5088,DwfEan,Dragon's Milk Reserve: Raspberry Lemon,11,Hybrid/mixed Beer,N
5246,YrOqvr,Nitro Irish Stout,4.8,Irish Origin Ales,N
